Verbatim;Categorie;Libelle;Compar
"Les prises de décisions top-down qui ""by-pass"" mon travail : cela peut arriver que certains de mes décisions soient remises en question avec des décisions arrêtées sur un sujet. Mais si je comprends ce comportement de manière occasionnelle en entreprise, ";Organisation;Ce qui me met en difficulté;1
les prises d'initiatives sont reconnues et appréciées;Reconnaissance;Ce que j'apprécie;1
Les problèmes avec le paiement, remboursement des frais qui tarde;Organisation;Ce qui me met en difficulté;1
Les problèmes créés par d'autres équipes;Collectif;Ce qui me met en difficulté;1
Les problèmes techniques pour lesquels je n'ai pas reçu de formation;Evolution;Ce qui me met en difficulté;1
Les process;Organisation;Ce qui me met en difficulté;1
les process parfois trop lourds;Organisation;Ce qui me met en difficulté;1
Les produits;Vision;Ce que j'apprécie;1
Les progrès à faire sont dans l'accompagnement ;Accompagnement;Ce qui me met en difficulté;1
Les projets;Travail;Ce que j'apprécie;1
Les projets : multiples projets qu'il peut y avoir dans l'entreprise.;Priorités;Ce qui me met en difficulté;1
Les projets à impact immédiat;Travail;Ce que j'apprécie;1
Les projets cools;Travail;Ce que j'apprécie;1
Les projets développés;Vision;Ce que j'apprécie;1
Les projets en tant que tel, leurs sujets, leur complexité;Travail;Ce que j'apprécie;1
les projets intéressants;Travail;Ce que j'apprécie;1
Les projets peu inspirants;Travail;Ce qui me met en difficulté;1
Les projets peu stimulants;Travail;Ce qui me met en difficulté;1
les projets qui rallongent;Travail;Ce qui me met en difficulté;1
Les projets sur lesquels je travaille. J'aime être en lien avec la construction.;Travail;Ce que j'apprécie;1
Les quelques tâches qui ne me plaisent pas;Travail;Ce qui me met en difficulté;1
Les rapports;Collectif;Ce qui me met en difficulté;1
les rapports avec les collegues;Collectif;Ce que j'apprécie;1
les relations;Collectif;Ce que j'apprécie;1
Les relations avec les collègues;Collectif;Ce que j'apprécie;1
"les relations avec mes collègues; les missions que l'on me donne";Collectif;Ce que j'apprécie;1
Les relations et échanges avec les collègues;Collectif;Ce que j'apprécie;1
les relations humaines collègues et responsables;Collectif;Ce que j'apprécie;1
Les relations professionnelles;Collectif;Ce que j'apprécie;1
Les relations professionnelles : enrichissantes, bienveillantes et fun, allant tous vers le même but;Collectif;Ce que j'apprécie;1
Les relations se caractérisent par leur transparence et leur clarté.;Ouverture;Ce que j'apprécie;2
les requêtes sans réponses sur salesforce qui ne peuvent être fermé.;Organisation;Ce qui me met en difficulté;1
les responsabilités;Travail;Ce que j'apprécie;1
Les restrictions sur le télétravail;Environnement;Ce qui me met en difficulté;1
Les retours un peu directs… de l'utilisateur;Travail;Ce qui me met en difficulté;1
Les réussites de l'entreprise;Dynamique;Ce que j'apprécie;2
les rolls (HS);Autres;Ce qui me met en difficulté;1
les rtt;Autres;Ce qui me met en difficulté;1
Les ruptures de stock incessantes sur divers produits;Organisation;Ce qui me met en difficulté;1
Les services support : On n'a pas toujours le retour qui permettrait de nous changer la vie;Travail;Ce qui me met en difficulté;1
Les situations de conflit ou de mal être parfois vécues par mes collègues;Collectif;Ce qui me met en difficulté;1
Les situations stressantes qui pourraient être évitées;Pression;Ce qui me met en difficulté;1
Les sujets que traite l'entreprise;Travail;Ce que j'apprécie;1
Les sujets sur lequels je travail;Travail;Ce que j'apprécie;1
Les sujets sur lesquels je travaille;Travail;Ce que j'apprécie;1
Les syndics de plus en plus exigeants : accuser réception de tout. ;Pression;Ce qui me met en difficulté;1
Les taches créatives.;Travail;Ce que j'apprécie;1
Les tâches ne sont pas réparties. Tout le monde fait tout. ;Organisation;Ce qui me met en difficulté;1
Les tâches qui pop-up de manière inattendue;Pression;Ce qui me met en difficulté;1
les tailles des pantalons EPI;Organisation;Ce qui me met en difficulté;1
Les technologies sur lesquelles je travaille;Travail;Ce que j'apprécie;1
Les temps de décision;Organisation;Ce qui me met en difficulté;1
Les tests utilisateurs avec protocole et compte rendu (nouveau pour moi);Travail;Ce qui me met en difficulté;1
les tournées mal effectuées;Travail;Ce qui me met en difficulté;1
Les transports;Environnement;Ce qui me met en difficulté;1
Les travaux demandés à la hâte, dans l'urgence;Pression;Ce qui me met en difficulté;1
les urgences du commerce;Pression;Ce qui me met en difficulté;1
Les valeures de Cedres;Vision;Ce que j'apprécie;1
Les valeurs de l'entreprise;Vision;Ce que j'apprécie;1
Les valeurs de l'entreprise (le coté écologique notamment);Vision;Ce que j'apprécie;1
Les valeurs et l'activité de l'entreprise ;Vision;Ce que j'apprécie;1
les valeurs humaines;Collectif;Ce que j'apprécie;1
Les valeurs humaines de la socité;Vision;Ce que j'apprécie;1
Les valeurs humaines de l'entreprise;Vision;Ce que j'apprécie;1
Les valeurs portées par l'entreprise;Vision;Ce que j'apprécie;1
Les vêtements : les demandes des gars pour changer la taille ;Travail;Ce qui me met en difficulté;1
Les vibrations, le dynamisme;Collectif;Ce que j'apprécie;1
Les wanamiam' !;Collectif;Ce que j'apprécie;1
L'esprit de camaraderie entre collègues;Collectif;Ce que j'apprécie;1
l'esprit d'équipe;Collectif;Ce que j'apprécie;1
L'esprit d'équipe.;Collectif;Ce que j'apprécie;1
L'esprit familial, pas de pression sur la personne. Avec mes collègues, mes supérieurs. On discute facilement. On a un échange. On peut compter sur les autres.;Collectif;Ce que j'apprécie;1
l'état d'esprit (historique) qui subsiste (un peu);Vision;Ce que j'apprécie;1
L'état d'esprit de l'entreprise;Vision;Ce que j'apprécie;1
L'éthique de l'équipe et des dirigeants.;Vision;Ce que j'apprécie;1
l'éthique et la vision de Sophie;Vision;Ce que j'apprécie;1
l'évolution;Evolution;Ce que j'apprécie;1
L'évolution , Evolution qu'on a pu construire sur les dernières années.;Dynamique;Ce que j'apprécie;1
L'évolution de mes missions au fil des besoins/années;Travail;Ce que j'apprécie;1
l'expression libre;Ouverture;Ce que j'apprécie;1
L'humain;Collectif;Ce que j'apprécie;1
L'humain avec l'insertion ;Travail;Ce que j'apprécie;1
L'humain. Les personnes qui sont derrière : Rémi, Johan, Ludovic. Chacun sa personnalité, tous techniques. J'ai accès à tous les conseils techniques. ;Collectif;Ce que j'apprécie;1
L'humain. Mes équipes. Fréd, je l'adore, mais il faut que j'ai une deuxième mémoire.;Collectif;Ce qui me met en difficulté;1
l'humanité;Collectif;Ce que j'apprécie;1
l'humanité des collegues & clients au quotidien;Collectif;Ce que j'apprécie;1
Liberté (remote);Autonomie;Ce que j'apprécie;1
Liberté : dans notre BU des directeurs qui nous font confiance, on organise nos journées comme on veut;Autonomie;Ce que j'apprécie;1
Liberté d'action, organisation, Confiance des managers;Autonomie;Ce que j'apprécie;1
Liberté dans mon organisation.;Autonomie;Ce que j'apprécie;1
Liberté de transparence dans mon équipe;Ouverture;Ce que j'apprécie;1
liberté d'organisation;Autonomie;Ce que j'apprécie;1
Liberté, autonomie. ;Autonomie;Ce que j'apprécie;1
l'idée d'être en inter-contrat / sans projet;Organisation;Ce qui me met en difficulté;1
Lien avec le service logistique;Collectif;Ce qui me met en difficulté;1
Lien avec les équipes. Possibilité de leur apporter un petit truc en plus. Aider les gens à grandir. ;Collectif;Ce que j'apprécie;1
L'immobilisme;Organisation;Ce qui me met en difficulté;1
l'impact social et écologie;Vision;Ce que j'apprécie;1
L'impact stratégique de mes actions;Vision;Ce que j'apprécie;1
L'impatience. Envie que ça avance un peu plus vite. ;Organisation;Ce qui me met en difficulté;1
L'implication de la direction;Vision;Ce que j'apprécie;1
L'implication du confort de vie. On a tout ce qui faut pour notre confort.;Moyens;Ce que j'apprécie;1
L'implication inégale de mes collègues directs dans leur travail;Collectif;Ce qui me met en difficulté;1
L'importance d'être explicite concernant les raisons sous-jacentes à certaines décisions.;Ouverture;Ce qui me met en difficulté;2
"L'impossibilité parfois de finaliser complètement un projet L'impossibilité de brainstormer de façon ""organisée"" sur des sujets de mon ressort mais pour lesquels je ne suis pas sûre d'être dans le vrai";Pression;Ce qui me met en difficulté;1
L'impression de ne pas arriver à influencer la stratégie de la société, malgré beaucoup de tentative.;Priorités;Ce qui me met en difficulté;1
L'impression de perdre du temps pour faire à la place de nos fonctions support ;Organisation;Ce qui me met en difficulté;1
L'impression de stagner sur certaines technologies / façon de faire;Evolution;Ce qui me met en difficulté;1
L'impression que le pôle où je suis est isolé par rapport aux autres.;Collectif;Ce qui me met en difficulté;1
L'imprévu. Au service dépannage, on est toujours dans l'imprévu.;Pression;Ce qui me met en difficulté;1
L'incapacité a repondre je ne sais pas;Collectif;Ce qui me met en difficulté;1
L'incapacité des équipes Produit / Market à fournir une vision.;Vision;Ce qui me met en difficulté;1
L'incivilité;Collectif;Ce qui me met en difficulté;1
L'incohérance des primes, pas d'avenant papier / Pas de perspective d'évolution professionnelle;Rémunération;Ce qui me met en difficulté;1
L'indépendance. autonomies .solidarité;Autonomie;Ce que j'apprécie;1
l'indisponibilité téléphonique du service comptabilité / L'incertitude sur la façon de communiquer avec l'exploitaiton / Certaines mauvaises remarques;Communication;Ce qui me met en difficulté;1
L'influence de l'équipe marketing/ads;Collectif;Ce qui me met en difficulté;1
L'info financière :Je sais si on est rentables. Si on a trop dépensé;Communication;Ce que j'apprécie;1
l'info n'est pas organisée;Communication;Ce qui me met en difficulté;1
L'information est transparente, ce qui renforce le sentiment d'adhésion aux valeurs de l'entreprise.;Ouverture;Ce qui me met en difficulté;2
l'informatique;Moyens;Ce qui me met en difficulté;1
l'innovation;Dynamique;Ce que j'apprécie;2
L'innovation technique / La R&D;Travail;Ce que j'apprécie;1
L'interaction avec les gens me plait. J'aime bien aider les gens à résoudre un problème;Travail;Ce que j'apprécie;1
L'intérêt des missions;Travail;Ce que j'apprécie;1
l'intérêt porté à la musique;Travail;Ce que j'apprécie;1
Livrer des bacs 700L bien propreMerci;Travail;Ce que j'apprécie;1
Livrer des lits seul : vrai problème, très lourd, on livre des personnes âgées qui ne peuvent pas nous aider.;Organisation;Ce qui me met en difficulté;1
Livreurs ne sont pas là et préviennent en dernière minutes;Collectif;Ce qui me met en difficulté;1
L'objectif de grand envergure de la société: devenir n°1 mondial des apps créative.;Vision;Ce que j'apprécie;1
L'objectif ;Vision;Ce que j'apprécie;1
locaux;Environnement;Ce qui me met en difficulté;1
long working hours without proper compensation;Pression;Ce qui me met en difficulté;1
L'opacité de ce qui m'est demandé sur certaines tâches en termes d'objectifs : la raison pourrait être l'absence de carrer track et d'objectifs personnels pour le moment;Priorités;Ce qui me met en difficulté;1
l'organisation;Organisation;Ce qui me met en difficulté;1
L'organisation de certaines personnes.;Organisation;Ce qui me met en difficulté;1
L'organisation de cette structure ;Organisation;Ce qui me met en difficulté;1
L'organisation de la communication;Communication;Ce qui me met en difficulté;1
L'organisation de l'entreprise et du travail, les outils collaboratifs peu harmonisés;Organisation;Ce qui me met en difficulté;1
L'organisation des équipes instables;Organisation;Ce qui me met en difficulté;1
L'organisation des semaines de travail;Organisation;Ce que j'apprécie;1
L'organisation et la manière dont les projets sont menés;Organisation;Ce qui me met en difficulté;1
L'organisation. La manière dont on fonctionne;Organisation;Ce qui me met en difficulté;1
Lorsque des choses sont mal faites du coté de Frédéric ou Nicolas, c'est moi qui me prend tout en pleine face;Organisation;Ce qui me met en difficulté;1
lorsque je dois former une personne, encadrer une équipe et remplacer une personne absente et faire mon boulot et qu'on me demande pas si j'ai besoin d'aide;Pression;Ce qui me met en difficulté;1
Lorsqu'on me rajout des missions supplémentaires à effectuer en plus de mon travail;Organisation;Ce qui me met en difficulté;1
Lorsqu'on ne se voit pas (visio ou physique) pendant longtemps;Environnement;Ce qui me met en difficulté;1
Lots or interactions;Collectif;Ce que j'apprécie;1
Lourdeur/Instabilité des technologies;Moyens;Ce qui me met en difficulté;1
L'outillage. Au début c'était un peu long pour l'avoir.;Moyens;Ce qui me met en difficulté;1
L'ouverture aux nouveaux projets, La capacité à mettre des choses en place, ;Dynamique;Ce que j'apprécie;1
L'ownership;Travail;Ce que j'apprécie;1
LSF;Autres;Ce qui me met en difficulté;1
